cstat_name,donation_name,eid,eid_cnt,output_filename
FOCAL COMMUNICATIONS CORP,FOCAL COMMUNICATIONS,[3099516],1,FOCAL_COMMUNICATIONS.csv
SELECT MEDICAL CORP,SELECT MEDICAL CORPORATION,"[1485794, 19365919, 6561809]",3,SELECT_MEDICAL_CORPORATION.csv
SAFELITE GLASS CORP,SAFELITE GLASS CORPORATION,[3561155],1,SAFELITE_GLASS_CORPORATION.csv
DANAOS CORP,DANA CORP,[8694381],1,DANA_CORP.csv
GREYHOUND LINES INC,GREYHOUND LINES,[1417796],1,GREYHOUND_LINES.csv
MISSISSIPPI VALLEY BANCSHRS,MISSISSIPPI VALLEY GAS,[8366002],1,MISSISSIPPI_VALLEY_GAS.csv
AMN HEALTHCARE SERVICES INC,AMN HEALTHCARE,[606359],1,AMN_HEALTHCARE.csv
NORTHERN INDIANA PUB SERV CO,NORTHERN INDIANA PUBLIC SERVICE CO,"[6958164, 7585832, 7301958, 8237, 7315257]",5,NORTHERN_INDIANA_PUBLIC_SERVICE_CO.csv
AMERICAN GROUP INC,AMERICA GROUP,[8483809],1,AMERICA_GROUP.csv
GAYLORD CONTAINER CP,GAYLORD CONTAINER INC,[8695012],1,GAYLORD_CONTAINER_INC.csv
AMERICA'S CAR-MART INC,AMERICA'S CAR-MART,[20844289],1,AMERICAS_CARMART.csv
MORGAN KEEGAN INC,MORGAN KEEGAN & CO,[1766],1,MORGAN_KEEGAN_CO.csv
CARDINAL RESOURCES INC,CARDINAL RESOURCES,"[5399181, 44003330]",2,CARDINAL_RESOURCES.csv
DARDEN RESTAURANTS INC,DARDEN RESTAURANTS,"[753, 24785888]",2,DARDEN_RESTAURANTS.csv
FIRST MID ILL BANCSHARES INC,FIRST MID-IL BANCSHARES,[3555880],1,FIRST_MIDIL_BANCSHARES.csv
ENTERASYS NETWORKS INC,ENTERASYS NETWORKS,"[2009596, 5454197]",2,ENTERASYS_NETWORKS.csv
FRANKLIN RESOURCES INC,FRANKLIN RESOURCES,[27667205],1,FRANKLIN_RESOURCES.csv
MEDIACOM COMMUNICATIONS CORP,MEDIACOM COMMUNICATIONS,[1106115],1,MEDIACOM_COMMUNICATIONS.csv
WASHINGTON FEDERAL INC,WASHINGTON FEDERAL,[2792112],1,WASHINGTON_FEDERAL.csv
PEKIN LIFE INSURANCE CO,PELLERIN LIFE INSURANCE CO,"[8352197, 29180664]",2,PELLERIN_LIFE_INSURANCE_CO.csv
UNITEDHEALTH GROUP INC,UNITEDHEALTH GROUP,[2692],1,UNITEDHEALTH_GROUP.csv
EAGLETECH COMMUNICATIONS INC,EAGLE COMMUNICATIONS,"[5521816, 29625656, 1362412, 2578927]",4,EAGLE_COMMUNICATIONS.csv
FORTUNE BRANDS HOME & SECUR,FORTUNE BRANDS,[2662045],1,FORTUNE_BRANDS.csv
FAIRMONT HOTELS RESORTS INC,FAIRMONT HOTEL,"[1137521, 3184526, 44793304, 25205819]",4,FAIRMONT_HOTEL.csv
COMMERCIAL INTERTECH,COMMERCIAL INC,"[11787283, 23422986]",2,COMMERCIAL_INC.csv
JAGGED PEAK ENERGY INC,JAGGED PEAK INC,[471890],1,JAGGED_PEAK_INC.csv
SYNCHRONY FINANCIAL,SYNCHRONY FINANCIAL EMPLOYEES SYNCPAC,[41442926],1,SYNCHRONY_FINANCIAL_EMPLOYEES_SYNCPAC.csv
DYNAMIC HEALTHCARE TECH INC,DYNAMIC HEALTH,[1762783],1,DYNAMIC_HEALTH.csv
WATERS CORP,WATERS CO,"[1575784, 5824403]",2,WATERS_CO.csv
PUGET SOUND ENERGY INC,PUGET SOUND ENERGY,[2135],1,PUGET_SOUND_ENERGY.csv
BADGER PAPER MILLS INC,BADGER PAPER MILLS,[5442581],1,BADGER_PAPER_MILLS.csv
PAETEC HOLDING CORP,PAETEC HOLDING CORPORATION,[18930383],1,PAETEC_HOLDING_CORPORATION.csv
BUILDING MATERIALS CORP AMER,BUILDING MATERIALS CORP OF AMERICA,[5542429],1,BUILDING_MATERIALS_CORP_OF_AMERICA.csv
LML PAYMENT SYSTEMS INC,LML PAYMENT SYSTEMS CORP,[8795464],1,LML_PAYMENT_SYSTEMS_CORP.csv
WOLVERINE TUBE INC,WOLVERINE,[218008],1,WOLVERINE.csv
INDEPENDENT BK GRP INC,INDEPENDENT,"[44596255, 10895556, 5404953, 27321866, 10687342]",5,INDEPENDENT.csv
INDUSTRIAL SERVICES AMER INC,INDUSTRIAL SERVICE CO,[9644792],1,INDUSTRIAL_SERVICE_CO.csv
INNKEEPERS USA TRUST,INNKEEPERS,[8665303],1,INNKEEPERS.csv
CUBIC CORP,CUBIC,[44211054],1,CUBIC.csv
CRYSTALLEX INTERNATIONAL CP,CRYSTAL INTERNATIONAL CORP,[8732144],1,CRYSTAL_INTERNATIONAL_CORP.csv
INTEGRATED ASSET MANAGEMENT,INTEGRATED CARE MANAGEMENT,"[14048140, 5291573]",2,INTEGRATED_CARE_MANAGEMENT.csv
IMPERIAL OIL LTD,IMPERIAL,"[3223408, 5507969, 10890229]",3,IMPERIAL.csv
HEARTLAND BANCCORP,HEARTLAND,"[10763182, 42805107, 4768049]",3,HEARTLAND.csv
AGREE REALTY CORP,ADRE REALTY CORP,[1064077],1,ADRE_REALTY_CORP.csv
HERITAGE OIL PLC,HERITAGE,"[26179451, 9736672, 8860415]",3,HERITAGE.csv
DANA INC,DANA,"[43102235, 1672057, 11257708]",3,DANA.csv
JONES MEDIA NETWORKS LTD,JONES MEDIA NETWORK,[6818904],1,JONES_MEDIA_NETWORK.csv
CRACKER BARREL OLD CTRY STOR,CRACKER BARREL,"[6826171, 40632153, 11016117, 5323346, 10927982, 8369321, 37064643, 37062999, 9766194, 4494442, 2849543, 6911294, 4916434]",13,CRACKER_BARREL.csv
CPAC INC,CPAC,"[44076642, 7369807, 5111668, 24720376]",4,CPAC.csv
LYONDELLBASELL INDUSTRIES NV,LYONDELLBASELL,[63632],1,LYONDELLBASELL.csv
JADE ART GROUP INC,JADE GROUP INC,[6804138],1,JADE_GROUP_INC.csv
ALLIANCE MMA INC,ALLIANCE,"[3252466, 8547056, 18713339, 24884163, 7957376, 5065549]",6,ALLIANCE.csv
NATIONAL SEC GROUP INC,NATIONAL SECURITY GROUP INC,[7119774],1,NATIONAL_SECURITY_GROUP_INC.csv
PROLOGIC MANAGEMENT SYS INC,PROLOGIS MANAGEMENT INC,[15256],1,PROLOGIS_MANAGEMENT_INC.csv
PROMOTIONS.COM INC,PROMOTIONS INC,[4731010],1,PROMOTIONS_INC.csv
PYRAMID OIL CO,PYRAMID,"[5081924, 1217654, 32254111]",3,PYRAMID.csv
QC HOLDINGS INC,QC HOLDINGS,[2142],1,QC_HOLDINGS.csv
QUORUM HEALTH CORP,QUORUM HEALTH CORPORATION,[42440761],1,QUORUM_HEALTH_CORPORATION.csv
VYYO INC,VYYO,[2345925],1,VYYO.csv
SUBURBAN LODGES AMER INC,SUBURBAN LODGE,[7207988],1,SUBURBAN_LODGE.csv
PATRIOT NATIONAL INC,PATRIOT NATIONAL INSURANCE GROUP,[12043643],1,PATRIOT_NATIONAL_INSURANCE_GROUP.csv
PENNSYLVANIA ELECTRIC CO,PENNSYLVANIA,[10818692],1,PENNSYLVANIA.csv
PINNACLE WEST CAPITAL CORP,PINNACLE WEST,[8481],1,PINNACLE_WEST.csv
PLAYBOY ENTERPRISES  -CL B,PLAYBOY ENTERPRISES INC,"[593103, 2512851]",2,PLAYBOY_ENTERPRISES_INC.csv
POWER REIT,POWER,"[43673510, 13752236, 40626983, 5594674]",4,POWER.csv
PREPAID LEGAL SERVICES INC,PREPAID LEGAL,[7914281],1,PREPAID_LEGAL.csv
SSI INVESTMENTS II LTD,SES INVESTMENTS LTD,[11858074],1,SES_INVESTMENTS_LTD.csv
SEACOR MARINE HLDGS INC,SEACOR MARINE INC,[8552713],1,SEACOR_MARINE_INC.csv
SEMA PLC,SEMA,[8325324],1,SEMA.csv
SILICON GAMING INC,SILICON GAMING,[9821866],1,SILICON_GAMING.csv
SERVICEMASTER GLOBAL HLDGS,SERVICEMASTER,"[27977075, 27977073, 27977076, 27977077, 27977078]",5,SERVICEMASTER.csv
SHARP CORP,SHARP,"[22092321, 6985194]",2,SHARP.csv
SOUTHERN STAR CENTRAL CORP,SOUTHERN STAR,"[3912464, 7388000]",2,SOUTHERN_STAR.csv
SOURCE CAPITAL INC,SOURCE CAPITAL LLC,"[6865414, 8370235]",2,SOURCE_CAPITAL_LLC.csv
AXIUS INC,AUXIS INC,[434464],1,AUXIS_INC.csv
MICHAELS COS INC,MICHAELS,"[3613534, 40632681, 10151264, 27325068, 44956159, 11992691, 15867201, 16974474, 935451, 11248794, 5778622]",11,MICHAELS.csv
MICROS SYSTEMS INC,MICROSYSTEMAS INC,[2169802],1,MICROSYSTEMAS_INC.csv
MKS INSTRUMENTS INC,MKS INVESTMENTS INC,[3237255],1,MKS_INVESTMENTS_INC.csv
CENTURY FINANCIAL CORP,CENTURY FINANCIAL SERVICES CORP.,[26361333],1,CENTURY_FINANCIAL_SERVICES_CORP.csv
MEDGEN INC,MED GEN INC,[1090619],1,MED_GEN_INC.csv
MADISON OIL CO,MADISON,"[24766232, 18929489, 37218297, 50737]",4,MADISON.csv
TRANSPORTATION COMPONENT INC,TRANSPORTATION INC,[5687475],1,TRANSPORTATION_INC.csv
CLARK HOLDINGS INC,CLARE HOLDINGS,[19910955],1,CLARE_HOLDINGS.csv
AMDOCS,AMD,[4312214],1,AMD.csv
MDC PARTNERS INC,MSHC PARTNERS INC,"[22113, 11930573]",2,MSHC_PARTNERS_INC.csv
NIKE INC,NIKE,[1891],1,NIKE.csv
NUSTAR ENERGY LP,NUSTAR ENERGY,[39714],1,NUSTAR_ENERGY.csv
ORIOLE HOMES CORP  -CL B,ORIOLE HOMES,[2317798],1,ORIOLE_HOMES.csv
OSCA INC,OSCA,[41698430],1,OSCA.csv
AMIS HOLDINGS INC,AMSI HOLDING INC,[2355207],1,AMSI_HOLDING_INC.csv
AMERICO LIFE INC,AMERICAN LIFE INC,[2851589],1,AMERICAN_LIFE_INC.csv
NESTLE SA/AG,NESTLE,[1874],1,NESTLE.csv
CAROLINA BANK HOLDINGS INC,CAROLINA BANK,"[3643817, 6529423]",2,CAROLINA_BANK.csv
EAGLE MATERIALS INC,EAGLE MATERIALS LLC,[7222137],1,EAGLE_MATERIALS_LLC.csv
ENCORE ENERGY PARTNERS LP,ENERGY PARTNERS LC,"[6385759, 6512528]",2,ENERGY_PARTNERS_LC.csv
EMCO LTD,EMCO,"[45399888, 8204148, 44268750, 5383518]",4,EMCO.csv
EBAY INC,EBAY,[11853],1,EBAY.csv
GUARANTY BANCORP,GUARANTY CORP,[8667515],1,GUARANTY_CORP.csv
GSW INC  -CL B,GSW INC,"[6247443, 5368088]",2,GSW_INC.csv
EMERALD OIL INC,EMERALD OIL,[4460257],1,EMERALD_OIL.csv
GANNETT CO INC,GANNETT,"[6800479, 44484259, 43120807]",3,GANNETT.csv
ENVIRONMENTAL POWER CORP,ENVIRONMENTAL POWER & CONTROL,[3097058],1,ENVIRONMENTAL_POWER_CONTROL.csv
HALTER MARINE GROUP INC,HALTER MARINE INC,"[8760471, 5956051]",2,HALTER_MARINE_INC.csv
GREEN BUILDERS INC,GREEN BUILDERS LLC,[8386944],1,GREEN_BUILDERS_LLC.csv
ARES MANAGEMENT LP,ARIES MANAGEMENT LLC,[8567237],1,ARIES_MANAGEMENT_LLC.csv
CONTINENTAL AG,CONTINENTAL COAL,[4313073],1,CONTINENTAL_COAL.csv
GRIFOLS SA,GRIFOLS PAC,[24725576],1,GRIFOLS_PAC.csv
CONVERSE INC,CONVERSE & CO INC,[8415019],1,CONVERSE_CO_INC.csv
SOUTHERN CALIFORNIA EDISON,SOUTHERN CALIFORNIA DISPOSAL,[61168],1,SOUTHERN_CALIFORNIA_DISPOSAL.csv
CORNERSTONE BANCORP INC,CORNERSTONE INC,"[7147932, 5896910, 8323704, 43120859]",4,CORNERSTONE_INC.csv
KIRKLAND'S INC,KIRKLAND SOD INC,[1015212],1,KIRKLAND_SOD_INC.csv
HAMILTON LANE INC,HAMILTON INC,[9988103],1,HAMILTON_INC.csv
THRIVENT FINL FOR LUTHERANS,THRIVENT FINANCIAL FOR LUTHERANS,[2607],1,THRIVENT_FINANCIAL_FOR_LUTHERANS.csv
ASSOCIATED BANC-CORP,ASSOCIATED BANK,[10141],1,ASSOCIATED_BANK.csv
ASSOCIATES CORP NORTH AMER,ASSOCIATES CORP OF NORTH AMERICA,[1911158],1,ASSOCIATES_CORP_OF_NORTH_AMERICA.csv
PRIDE COMPANIES  -LP,PRIDE COMPANIES,[1324787],1,PRIDE_COMPANIES.csv
CHAMPIONS ONCOLOGY INC,CHAMPIONS INC,[9262823],1,CHAMPIONS_INC.csv
PRISM FINANCIAL CORP,PRIME FINANCIAL,"[3281935, 8068188]",2,PRIME_FINANCIAL.csv
PROFILE TECHNOLOGIES INC,PROLIFIC TECHNOLOGIES INC,[4093419],1,PROLIFIC_TECHNOLOGIES_INC.csv
NORTHFIELD INC,NORTHFIELD CLINIC INC,[9661279],1,NORTHFIELD_CLINIC_INC.csv
BOWNE & CO INC,BEN BOWEN & CO INC,[7781553],1,BEN_BOWEN_CO_INC.csv
LANCASTER COLONY CORP,LANCASTER CORP,[6339985],1,LANCASTER_CORP.csv
GLOBAL ITECHNOLOGY INC,GLOBAL TECHNOLOGIES INC,"[7948238, 43688645]",2,GLOBAL_TECHNOLOGIES_INC.csv
COMMERCIAL BANKSHARES INC,COMMERCE BANKSHARES INC,[2954054],1,COMMERCE_BANKSHARES_INC.csv
CITGO PETROLEUM CORP,CITGO PETROLEUM,[3099009],1,CITGO_PETROLEUM.csv
MEDICINES CO,MEDICINES COMPANY,[18338668],1,MEDICINES_COMPANY.csv
REINSURANCE GROUP AMER INC,REINSURANCE GROUP OF AMERICA INC,[43549594],1,REINSURANCE_GROUP_OF_AMERICA_INC.csv
CITY NATIONAL CORP,CITY NATIONAL BANK CORP,[741314],1,CITY_NATIONAL_BANK_CORP.csv
MANITOWOC CO,MANITOWOC COMPANY,[18927369],1,MANITOWOC_COMPANY.csv
MATTRESS DISCOUNTERS CORP,MATTRESS DISCOUNT CORP,[1254545],1,MATTRESS_DISCOUNT_CORP.csv
GEMSTAR-TV GUIDE INTL INC,GEMSTAR-TV GUIDE,[5125774],1,GEMSTARTV_GUIDE.csv
ALASKA COMMUNICATIONS SYS GP,ALASKA COMMUNICATIONS SYSTEMS,[5699],1,ALASKA_COMMUNICATIONS_SYSTEMS.csv
GLOBALOPTIONS GROUP INC-OLD,GLOBALOPTIONS,[7081594],1,GLOBALOPTIONS.csv
MITCHELL ENERGY & DEV CORP,"MITCHELL, ENERGY",[1751786],1,MITCHELL_ENERGY.csv
ALDRIDGE MINERALS INC,ALDRIDGE INC,[7141054],1,ALDRIDGE_INC.csv
LEGAL CLUB OF AMERICA CORP,LEGAL CLUB OF AMERICA,[15603366],1,LEGAL_CLUB_OF_AMERICA.csv
TIME WARNER CABLE INC,TIME WARNER CABLE,[2612],1,TIME_WARNER_CABLE.csv
CLEAN ENERGY TECHNOLOGIES,CLEAN ENERGY,"[6950351, 17001360, 27702282, 19933876, 43710715]",5,CLEAN_ENERGY.csv
BOMBARDIER INC  -CL B,BOMBARDIER,"[8887425, 4902695, 5068886]",3,BOMBARDIER.csv
ALLIANCE DATA SYSTEMS CORP,ALLIANCE DATA SYSTEMS,[7146054],1,ALLIANCE_DATA_SYSTEMS.csv
STUART OLSON INC,STUART OLSON FARMS INC,[4965760],1,STUART_OLSON_FARMS_INC.csv
MAX & ERMAS RESTAURANTS,MAX & ERMAS,[1831985],1,MAX_ERMAS.csv
AMERICAN COML LINES LLC,AMERICAN CO,"[14032415, 9007315]",2,AMERICAN_CO.csv
FITZGERALDS GAMING CORP,FITZGERALDS,"[8336222, 9798375, 3219061, 26765149, 8591353]",5,FITZGERALDS.csv
BORON LEPORE & ASSOCS,BORON LEPORE & ASSOCIATES,[8727884],1,BORON_LEPORE_ASSOCIATES.csv
TECHNIPOWER SYSTEMS INC,TECHNIPOWER,[6851186],1,TECHNIPOWER.csv
FIRST ADVANTAGE CORP,FIRST ADVANTAGE CORPORATION,[984],1,FIRST_ADVANTAGE_CORPORATION.csv
REYNOLDS AMERICAN INC,REYNOLDS AMERICAN,[2218],1,REYNOLDS_AMERICAN.csv
MOLINA HEALTHCARE INC,MOLINA HEALTHCARE,[1753],1,MOLINA_HEALTHCARE.csv
EAGLE EXPLORATION CO/CO,EAGLE EXPLORATION INC,[9735229],1,EAGLE_EXPLORATION_INC.csv
MERIDIAN GOLD INC,MERIDIAN OIL INC,[9314705],1,MERIDIAN_OIL_INC.csv
WHITE ROSE CRFTS&NRSY,WHITE ROSE,[5892815],1,WHITE_ROSE.csv
BERKSHIRE INCOME REALTY INC,BERKSHIRE INC,[400363],1,BERKSHIRE_INC.csv
AMERICAN WAGERING INC,AMERICAN WAGERING,[24719104],1,AMERICAN_WAGERING.csv
UIL HOLDINGS CORP,UIL HOLDINGS CORPORATION,"[39486352, 24672737]",2,UIL_HOLDINGS_CORPORATION.csv
DENBURY RESOURCES INC,DENBURY RESOURCES,[8162063],1,DENBURY_RESOURCES.csv
THUNDERBIRD RESORTS INC,THUNDERBIRD,[40775603],1,THUNDERBIRD.csv
REMINGTON OIL&GAS CP  -CL B,REMINGTON OIL,[40625533],1,REMINGTON_OIL.csv
COMMERCIAL ASSETS INC,COMMERCIAL ASSET MANAGERS INC,"[1082372, 1126739]",2,COMMERCIAL_ASSET_MANAGERS_INC.csv
AMERICHOICE CORP  -REDH,AMERICHOICE,[190],1,AMERICHOICE.csv
NORTH AMERICAN METALS CORP,NORTH AMERICAN METALS,"[606718, 13797386]",2,NORTH_AMERICAN_METALS.csv
DEER CREEK ENERGY LTD,DEER CREEK,[6351451],1,DEER_CREEK.csv
PYRAMID BREWERIES INC,PYRAMID BREWERIES,"[2326016, 32251487]",2,PYRAMID_BREWERIES.csv
TRAFFIX INC,TRAFFIPAX INC,[821131],1,TRAFFIPAX_INC.csv
NETWORK-1 TECHNOLOGIES INC,NETWORK TECHNOLOGY INC,[4712608],1,NETWORK_TECHNOLOGY_INC.csv
DUN & BRADSTREET CORP,DUN & BRADSTREET,[2498071],1,DUN_BRADSTREET.csv
INTL FAST FOOD CORP,INTERNATIONAL FAST FOOD CORP,[2164652],1,INTERNATIONAL_FAST_FOOD_CORP.csv
KEY PRODUCTION CO INC,KEY PRODUCTION COMPANY INC,[6818247],1,KEY_PRODUCTION_COMPANY_INC.csv
UNDERGROUND ENERGY CORP,UNDERGROUND,[9785718],1,UNDERGROUND.csv
DIRECT GENERAL CORP,DIRECT GENRAL,[8668902],1,DIRECT_GENRAL.csv
NEWPORT NEWS SHIPBUILDING,NEWPORT NEWS,[5106753],1,NEWPORT_NEWS.csv
JOHNSON CONTROLS INTL PLC,JOHNSON CONTROL INC,"[45243186, 7550269]",2,JOHNSON_CONTROL_INC.csv
HEALTHPORT INC  -REDH,HEALTHPORT,[17622522],1,HEALTHPORT.csv
FRONTIER OIL CORP,FRONTIER OIL CORPORATION,"[420505, 20808729]",2,FRONTIER_OIL_CORPORATION.csv
IMAGING DYNAMICS CO LTD,IMAGINE DYNAMICS,[44049880],1,IMAGINE_DYNAMICS.csv
CUMBERLAND RESOURCES LTD,CUMBERLAND RESOURCES CORP,[737],1,CUMBERLAND_RESOURCES_CORP.csv
TRANSAMERICA FINANCE CORP,TRANSAMERICA,"[22317947, 21198205, 30000306]",3,TRANSAMERICA.csv
WASTE CONNECTIONS INC,WASTE CONNECTIONS,[9439],1,WASTE_CONNECTIONS.csv
WISCONSIN ELECTRIC POWER CO,WISCONSIN ELECT POWER COM MI,[42427818],1,WISCONSIN_ELECT_POWER_COM_MI.csv
PETROQUEST ENERGY INC,PETROQUEST ENERGY,[8202001],1,PETROQUEST_ENERGY.csv
CLEARWATER PAPER CORP,CLEARWATER PAPER COMPANY,[40814153],1,CLEARWATER_PAPER_COMPANY.csv
PALM HARBOR HOMES INC,PALM HARBOR HOMES,"[1627376, 7734667, 5059661]",3,PALM_HARBOR_HOMES.csv
CONTINENTAL MATERIALS CORP,CONTINENTAL MATERIALS CORPORATION,[3267961],1,CONTINENTAL_MATERIALS_CORPORATION.csv
VANGUARD CAR RENTAL GRP-REDH,VANGUARD CAR RENTAL,"[765712, 10092831]",2,VANGUARD_CAR_RENTAL.csv
WORLDCOM INC-CONSOLIDATED,WORLDCOM INC,"[40613948, 24799943]",2,WORLDCOM_INC.csv
MAGELLAN MIDSTREAM HLDGS LP,MAGELLAN MIDSTREAM HOLDINGS LLC,[19612994],1,MAGELLAN_MIDSTREAM_HOLDINGS_LLC.csv
COGNIZANT TECH SOLUTIONS,COGNIZANT TECHNOLOGY SOLUTIONS,"[39485954, 22249061]",2,COGNIZANT_TECHNOLOGY_SOLUTIONS.csv
SMITHFIELD FOODS INC,SMITHFIELD FOODS,[8920],1,SMITHFIELD_FOODS.csv
CONEXANT SYSTEMS INC,CONEXANT SYSTEMS,"[634865, 1268296]",2,CONEXANT_SYSTEMS.csv
ARMADA HOFFLER PROPERTIES,ARMADA HOFFLER LP,[44002743],1,ARMADA_HOFFLER_LP.csv
SOUTHWEST GEORGIA FINL CORP,SOUTHWEST GEORGIA OIL CO,[7071783],1,SOUTHWEST_GEORGIA_OIL_CO.csv
LIFEPOINT HEALTH INC,LIFEPOINT HEALTH,"[31979089, 43265840, 45373035, 42836341]",4,LIFEPOINT_HEALTH.csv
GOODMAN NETWORKS INC,GOODMAN NETWORKS,[11922375],1,GOODMAN_NETWORKS.csv
ENVIRONMENTAL SERVICE PROS,ENVIRONMENTAL SERVICES,"[1173805, 9193458]",2,ENVIRONMENTAL_SERVICES.csv
COMMUNITY CARE SERVICES INC,COMMUNITY CAR SERVICE,[5684924],1,COMMUNITY_CAR_SERVICE.csv
HILL-ROM HOLDINGS INC,HILL-ROM HOLDINGS INC HRPAC,"[18928333, 43953782]",2,HILLROM_HOLDINGS_INC_HRPAC.csv
SHARPS COMPLIANCE CORP,SHARPS COMPLIANCE INC,[1400533],1,SHARPS_COMPLIANCE_INC.csv
ELIZABETH ARDEN INC,ELIZABETH,"[1544943, 7177903, 8557388, 1659485, 8688320]",5,ELIZABETH.csv
WFS FINANCIAL INC,WFS FINANCIAL,[1634210],1,WFS_FINANCIAL.csv
VALLEY MEDIA INC,VALLEY MEDICAL INN,[2621446],1,VALLEY_MEDICAL_INN.csv
PHOENIX RESOURCE TECH INC,PHOENIX RESOURCES,[9841175],1,PHOENIX_RESOURCES.csv
UTILITIES HOLDRS TR,UTILITIES,[2162758],1,UTILITIES.csv
NATIONAL RESEARCH CORP,NATIONAL RESEARCH INC,[6429918],1,NATIONAL_RESEARCH_INC.csv
WELCOME HOME INC,WELCOME HOME LLC,[8820111],1,WELCOME_HOME_LLC.csv
NOVA CHEMICALS CORP,NOVA CHEMICALS,[1910],1,NOVA_CHEMICALS.csv
NORTHEAST INDIANA BANCORP,NORTHWEST INDIANA,[7382446],1,NORTHWEST_INDIANA.csv
NORTH ASIA INVESTMENT CORP,NORTHLAD INVESTMENT CORP,[8144703],1,NORTHLAD_INVESTMENT_CORP.csv
OMEGA FINANCIAL CORP,OMEGA FINANCIAL INC,[7173495],1,OMEGA_FINANCIAL_INC.csv
NEUBERGER BERMAN INC,NEUBERGER BERMAN,[5503380],1,NEUBERGER_BERMAN.csv
CALIFORNIA INDEPENDENT BNCP,CALIFORNIA INDEPENDENT BUSINESS,"[2395857, 2481822]",2,CALIFORNIA_INDEPENDENT_BUSINESS.csv
RENT-A-CENTER INC,RENTAL CENTER INC,[8557856],1,RENTAL_CENTER_INC.csv
UNIVERSAL MEDIA GROUP INC,UNIVERSAL MUSIC GROUP INC,[32100058],1,UNIVERSAL_MUSIC_GROUP_INC.csv
BEARD CO,BEARD CONCRETE CO,[7970796],1,BEARD_CONCRETE_CO.csv
CITADEL EFT INC,CITADEL,"[2382402, 5273353, 13459060, 35029147]",4,CITADEL.csv
REDWOOD TRUST INC,REDWOOD TRUST LLC,[5354339],1,REDWOOD_TRUST_LLC.csv
WESTPOINT STEVENS INC,WEST POINT STEVENS,[7627182],1,WEST_POINT_STEVENS.csv
WESTPAC BANKING,WESTPAC,"[6976271, 9936688, 8521826, 7615051, 12105926, 7519736, 7523455, 7808136, 7812805]",9,WESTPAC.csv
MARISA CHRISTINA,MARISA CHRISTINA INC,[5959710],1,MARISA_CHRISTINA_INC.csv
RIVIERA TOOL CO,RIVIERA,[9763575],1,RIVIERA.csv
RIVERSIDE GROUP INC,RIVERSIDE,[3494416],1,RIVERSIDE.csv
CHURCH & DWIGHT INC,CHURCH & DWIGHT CO INC,[5952304],1,CHURCH_DWIGHT_CO_INC.csv
HENRY CO,HENRY & CO,[6848171],1,HENRY_CO.csv
CHESAPEAKE UTILITIES CORP,CHESAPEAKE UTILITIES,"[8426372, 8543283]",2,CHESAPEAKE_UTILITIES.csv
METRIS COMPANIES INC,METRIS COMPANIES,[1736310],1,METRIS_COMPANIES.csv
PENINSULA GAMING LLC,PENINSULA GAMING,[14989],1,PENINSULA_GAMING.csv
CRITICAL PATH INC,CRITICAL PATH LLC,[8067640],1,CRITICAL_PATH_LLC.csv
IFCO SYSTEMS NV,IFCO SYSTEMS,[1715999],1,IFCO_SYSTEMS.csv
HORIZON LINES INC,HORIZON LINES,"[10980621, 91831, 18641406, 10112572, 21375396]",5,HORIZON_LINES.csv
INTELIUS INC-REDH,INTELIUS,[13168],1,INTELIUS.csv
AMERICAN TISSUE INC,AMERICAN T INC,[24752007],1,AMERICAN_T_INC.csv
IDT CORP,IDI CORP,"[4909481, 5761250]",2,IDI_CORP.csv
IDNA INC,ICDA INC,[2391201],1,ICDA_INC.csv
ARDEN REALTY INC,ADVEX REALTY INC,[114475],1,ADVEX_REALTY_INC.csv
ALLSTREAM INC -CL B,ALLSTREAM,[45120379],1,ALLSTREAM.csv
I-MINERALS INC,I-MINERALS USA INC.,[29175856],1,IMINERALS_USA_INC.csv
AMERICAN FREIGHTWAYS CORP,AMERICAN FREIGHTWAYS,[5752],1,AMERICAN_FREIGHTWAYS.csv
CROSSROADS CAPITAL INC,CROSSROADS INC,"[7725289, 8290616]",2,CROSSROADS_INC.csv
TELEGLOBE INC,TELE-GLOBE INC,[8982659],1,TELEGLOBE_INC.csv
AMERON INTERNATIONAL CORP,AMERON INTERNATIONAL,[10098338],1,AMERON_INTERNATIONAL.csv
AMERIVEST PROPERTIES INC,AMERIWEST PROPERTIES LLC,[9212177],1,AMERIWEST_PROPERTIES_LLC.csv
INTERNATIONAL STEEL GRP INC,INTERNATIONAL STEEL GROUP,"[7038435, 3550356]",2,INTERNATIONAL_STEEL_GROUP.csv
HORIZON PCS INC,HORIZON,"[7061604, 4599682, 38428337, 9894146, 45071135]",5,HORIZON.csv
PRIME GROUP REALTY TRUST,PRIME GROUP,[2510147],1,PRIME_GROUP.csv
GOLDEN EAGLE INTL INC -OLD,GOLDEN EAGLE,"[10773969, 16638649, 9064325, 10006955]",4,GOLDEN_EAGLE.csv
DIAMOND HILL VAL-WGHTD 500,DIAMOND HILL,[8377145],1,DIAMOND_HILL.csv
FOSTER'S GROUP LTD,FOSTER GROUP,[3091167],1,FOSTER_GROUP.csv
GOLDEN GATE PARTNERS INC,GOLDEN GATE,[9833719],1,GOLDEN_GATE.csv
RICHLAND PETROLEUM CORP-CL A,RICELAND PETROLEUM CO,[8482015],1,RICELAND_PETROLEUM_CO.csv
U S TIMBERLANDS CO  -LP,"US, TIMBERLANDS",[4193341],1,US_TIMBERLANDS.csv
